Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
342505;2,85531E+13;MASSA FALIDA DE SERMEDE SERVIÇO MÉDICO E DENTÁRIO LTDA;SERMEDE SERVIÇO MÉDICO E DENTÁRIO LTDA.;Medicina de Grupo;RUA DOUTOR FRANCISCO PORTELA;2796;CASA;CAMARÃO;São Gonçalo;RJ;24436805;21;26254335;26254335;cpd@sermede.com.br;ARNALDO MARIO SABROSO RUIZ;SÓCIO GERENTE;6;17/12/1998
333735;8,89213E+13;MASSA FALIDA DE SERVIMED - SERVIÇO DE ASSISTÊNCIA MÉDICA LTDA;CLINICAS REUNIDAS;Medicina de Grupo;RUA FARRAPOS;295;;FLORESTA;Porto Alegre;RS;90220000;51;30121000;32288011;;DANIEL SILVA CASCO;PROCURADOR;4;28/12/1998
357685;6,25749E+13;MASSA FALIDA DE SERVIÇO DE ASSISTÊNCIA MÉDICA AO SERVIDOR PÚBLICO S/C LTDA;SAMESP;Medicina de Grupo;AVENIDA SÃO LUIZ ;50;CONJ. 71 E;CENTRO;São Paulo;SP;1046000;11;32598955;32598955;presidencia@samesp.com.br;MARIO RUAS COSTA;DIRETOR PRESIDENTE;5;05/01/1999
314374;1,09417E+13;MASSA FALIDA DE SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA;SAME;Medicina de Grupo;PRAÇA DA BANDEIRA;74;;MADALENA;Recife;PE;50720565;81;32310443;32310443;smatheus@otimizanet.com.br;OSWALDO NASCIMENTO COSTA;DIRETOR;;08/01/1999
408913;2,86573E+13;MASSA FALIDA DE SERVIÇO DE ASSITÊNCIA MÉDICA & INTEGRADOS DIAGNÓSTICOS LTDA;SAÚDE.COM;Medicina de Grupo;RUA URUGUAIANA;55;SALA 1009 E 1010;CENTRO;Rio de Janeiro;RJ;20050094;21;2224631;;NÃO POSSUI;WILMA CARDOSO;REPRESENTANTE LEGAL;4;13/10/1999
337625;1,41084E+12;MASSA FALIDA DE SISTEMA MEDICO DA SAUDE S/A;SIMSAÚDE;Medicina de Grupo;RUA PEREIRA FILGUEIRAS;1931;SALAS 203 E 204;MEIRELES;Fortaleza;CE;60160150;85;8;32249444;sampce@fortalnet.com.br;IRANILDA MOREIRA LEMOS;REPRESENTANTE LEGAL;5;22/12/1998
411027;3,59183E+12;MASSA FALIDA DE SOCIMED - PLANO DE ASSISTÊNCIA MÉDICA LTDA.;SOCIMED - PLANO DE ASSISTENCIA MEDICA LTDA;Medicina de Grupo;AV TREZE DE MAIO;33;901/908;CENTRO;Rio de Janeiro;RJ;20031000;21;25173067;25327816;socimed@socimedsaude.com.br;CEZAR DUARTE DOS SANTOS;DIRETOR PRESIDENTE;6;04/02/2000
410926;3,55045E+12;MASSA FALIDA DE SOSAUDE ASSISTÊNCIA MÉDICO HOSPITALAR LTDA;SÓ SAÚDE ASSISTÊNCIA MÉDICO HOSPITALAR LTDA;Medicina de Grupo;RUA JOSÉ MARQUES DOS REIS;1055;SALA 06;MELO VIANA;Esmeraldas;MG;35740000;31;30788000;30788008;sosaude@sosaude.com.br;KLEBER JUAREZ MACHADO FURBINO;SÓCIO - ADMINISTRADOR;4;24/03/2000
402435;1,5497E+12;MASSA FALIDA DE STARMED ASSISTÊNCIA MÉDICA LTDA.;ARRECIFES;Medicina de Grupo;AV. GUARARAPES,;111;SALA 702 - ED. SULACAP;SANTO ANTÔNIO;Recife;PE;50010918;81;21028121;32217080;dental@jpa.zaz.com.br;RUTH ALVES CODECEIRA;SÓCIA-GERENTE;;22/03/1999
364355;2,32628E+12;MASSA FALIDA DE SUPERMED ASSISTENCIA MÉDICA S/C LTDA. ;SUPRAMED;Medicina de Grupo;AV. AMAZONAS;641;;CENTRO;Belo Horizonte;MG;30180908;31;2727990;2727977;;MARCELO FERREIRA BRITO BUZELIN;SUPERINTENDENTE;;22/12/1998
310166;2,1857E+12;MASSA FALIDA DE SÃO LUCAS MED-VIDA ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA;MED-VIDA;Medicina de Grupo;CALÇADA DOS GERÂNIOS;98;1º ANDAR;CENTRO COMERCIAL;Barueri;SP;6453000;11;55491942;55491942;medvidasaude@yahoo.com.br;CARLOS EUSTAQUIO DE SOUZA;SÓCIO ADMINISTRADOR;4;07/01/1999
411302;2,78056E+12;MASSA FALIDA DE UNIAO ASSISTENCIA MEDICA LTDA;UNIVIDA SAUDE;Medicina de Grupo;AVENIDA JOAO DE BARROS;29;;BOA VISTA;Recife;PE;50050180;81;21028147;21028147;unividasaude@hotmail.com;PAULO JOSE RODRIGUES DE LIMA;SOCIO GERENTE;5;10/05/2000
413402;1,26507E+11;MASSA FALIDA DE UNILIFE SAÚDE LTDA.;UNILIFE SAÚDE;Medicina de Grupo;AV. BERNARDO VIEIRA DE MELO;3134;loja 01 - Caixa Postal 8307;PIEDADE;Jaboatão dos Guararapes;PE;54410010;81;31267575;32219589;unilife@unilifesaude.com.br;ANA PAULA CRUZ SALLES;LIQUIDANTE EXTRAJUDICIAL;6;03/04/2001
327263;4,0869E+13;MASSA FALIDA DE UNIMED GUARARAPES COOPERATIVA DE TRABALHO MEDICO LTDA;UNIMED GUARARAPES;Cooperativa Médica;RUA FELÍCIO BARROS DE MEDEIROS CORREIA;3990;CASA;PIEDADE;Jaboatão dos Guararapes;PE;54420030;81;34748300;34748300;uniguara@elogica.com.br;ADERSON SÉRGIO DE ALENCAR CARVALHO;DIRETOR PRESIDENTE;5;24/12/1998
413917;3,71426E+12;MASSA FALIDA DE UNISAÚD ADM.DE SERVIÇOS E PLANOS E ASSISTÊNCIA A SAÚDE LTDA ;UNISAÚD BRASIL ASSISTENCIA MEDICO HOSPITALAR;Medicina de Grupo;SCLRN - QUADRA 703;63;BLOCO G;BRASILIA;Brasília;DF;70730617;61;33264131;33275027;unisaud@uol.com.br;LAERCIO CARLOS RODRIGUES;SOCIO/GERENTE;3;13/06/2001
352616;5,97274E+11;MASSA FALIDA DE UNIVERSO ASSISTENCIA MEDICA S/C LTDA ;UNIVERSO ASSISTENCIA MÉDICA S/C LTDA;Medicina de Grupo;PRAÇA RUI BARBOSA;150;SALA 111;SANTA TEREZINHA;Santo André;SP;9210620;11;49968000;49968054;diretoria@universosaude.com;RICARDO DE CARVALHO SANTOS;DIRETOR ADMINISTRATIVO-FINANCE;4;30/12/1998
413780;4,28448E+12;MASSA FALIDA DE UNIÃO HOSPITALAR OPERADORA DE PLANOS DE SAÚDE LTDA;UH SAÚDE;Medicina de Grupo;AV. GRAÇA ARANHA;416;814/ 8° ANDAR;CENTRO;Rio de Janeiro;RJ;20030001;21;21238700;21238711;ans@uhsaude.com.br;JOÃO LUIZ DE SOUZA;REPRESENTANTE LEGAL;4;01/06/2001
314609;2,9122E+12;MASSA FALIDA DE UNIÃO SAÚDE LTDA.;UNIAO SAUDE;Medicina de Grupo;RUA CORONEL PROCÓPIO GOMES DE OLIVEIRA ;430;SALA COMERCIAL nº 06;CENTRO;Jaraguá do Sul;SC;89251200;47;32747700;;uniaosaude@uniaosaude.com.br;HANS DIETER DIDJURGEIT;DIRETOR ADMINISTRATIVO;5;30/12/1998
416487;2,90936E+12;MASSA FALIDA DE UP ASSISTÊNCIA ODONTOLÓGICA S.A.;;Odontologia de Grupo;AVENIDA ANGÉLICA;2565;14º ANDAR;CONSOLAÇÃO;São Paulo;SP;1227200;11;32172010;32172010;ouvidoria@upodonto.com.br;SAMUEL JAEGER;REPRESENTANTE LEGAL;4;17/12/2007
318221;6,8695E+13;MASSA FALIDA DE V. F. S. TANNUS ASSISTÊNCIA MÉDICA ;AMED;Medicina de Grupo;RUA BONFINO CARDOSO DE MELO;50;;BELVEDERE;Bom Jesus do Itabapoana;RJ;28360000;22;38311359;38311359;amed@point.com.br;PEDRO MANHÃES FILHO;MÉDICO AUDITOR;5;29/12/1998
401773;6,71635E+13;MASSA FALIDA DE VECTRA ASSISTENCIA MEDICA E ODONTOLÓGICA LTDA.;VECTRA ASSISTÊNCIA MEDICA E ODONTOLÓGICA LTDA.;Medicina de Grupo;RUA LUIZ CAMILO DE CAMARGO;1869;;JD SANTANA;Hortolândia;SP;13184420;1;938332436;938332436;vectra.medica@bol.com.br;MARISTELA THOMAZ DE AQUINO;SOCIA;5;11/03/1999
306932;7,61762E+11;MASSA FALIDA DE VIDA E SAÚDE ASSISTÊNCIA MÉDICA LTDA.;VIDA E SAÚDE ASSISTÊNCIA MÉDICA LTDA.;Medicina de Grupo;AV CARLOS LINDEMBERG;345;;GLORIA;Vila Velha;ES;29122355;27;33291138;33994266;vidaesaude@vidaesaude.com.br;VICENTE ALVES COSTA;SÓCIO-ADMINISTRADOR;5;22/12/1998
406210;2,83897E+12;MASSA FALIDA DE VIDA EMPRESARIAL OPERADORA DE PLANOS DE SAUDE LTDA;ALCANCE SAÚDE;Medicina de Grupo;RUA PAULINO DE SIQUEIRA CORTES;2198;;CENTRO;São José dos Pinhais;PR;83005030;41;33831519;33831519;ledasalem@brturbo.com.br;SILVIO ANTONIO DE AZEVEDO PEREIRA;SÓCIO-ADMINISTRADOR;6;08/07/1999
404047;4,10098E+13;MASSA FALIDA DE VIP SAUDE LTDA.;AMÉRICA SAUDE;Medicina de Grupo;AVENIDA CONDE DA BOA VISTA;1295;LOJAS 01 E 09;SOLEDADE;Recife;PE;50060003;81;35231119;35233310;america.ans@americasaudepe.com.br;ROBSON RODOLFO SANTOS DO NASCIMENTO;REPRESENTANTE;6;03/05/1999
316296;6,84507E+11;MASSA FALIDA DE VITA SAÚDE ADMINISTRAÇÃO HOSPITALAR E SISTEMAS DE SAÚDE LTDA;CASA DE SAÚDE SÃO SEBASTIÃO;Medicina de Grupo;RUA ALMIRANTE TRAMANDARÉ;268;;PRAIA DO SUA;Vitória;ES;29050210;27;21041552;21041552;planodesaude@vitasaude.com.br;ANTONIO VIEIRA DE MELLO FILHO;DIRETOR;5;22/12/1998
413488;7,33041E+13;MASSA FALIDA DE VITAE SERVIÇOS ASSISTENCIAIS LTDA;VITAE;Medicina de Grupo;RUA ULHOA CINTRA;95;LJ 02;SANTA EFIGÊNIA;Belo Horizonte;MG;30150230;31;32417040;32417041;vitae@vitaebr.com.br;FÁBIO DE OLIVEIRA LAGE;DIRETOR;6;09/04/2001
331309;8,69609E+13;MASSA FALIDA DE VITAMED - ASSISTÊNCIA MÉDICA E ODONTOLÓGICA LTDA.;PLANO PAIS;Medicina de Grupo;RUA FLORIANO PEIXOTO;15;LOJA 02;CENTRO;Perdões;MG;37260000;35;38223851;38219444;;PAULO HENRIQUE FERNANDES CELANI;ADMINISTRADOR;6;29/12/1998
412791;4,17121E+12;MASSA FALIDA DE VIVA PLANOS DE SAÚDE LTDA - EM LIQUIDAÇÃO EXTRAJUDICIAL;;Medicina de Grupo;AV. PRESIDENTE GETÚLIO VARGAS;1038;LJ. 02 CX POSTAL 05;NOVO;Olinda;PE;53030010;81;39742211;39742244;ans.informacoes@vivaplanosdesaude.com.br;MARCELO SÁVIO DA SILVEIRA ALVES;SÓCIO ADMINISTRADOR;6;20/12/2000
417254;1,11828E+13;MASSA FALIDA DE VIVERMAIS ASSISTÊNCIA MÉDICA LTDA.;VIVERMAIS;Medicina de Grupo;RUA TRAÍRI;773;;PETRÓPOLIS;Natal;RN;59014150;84;32028181;;VIVERMAIS@VIVERMAISAM.COM.BR;MARCOS ANTÔNIO SOARES;ADMINISTRADOR;5;29/04/2010
358126;1,77887E+12;MASSA FALIDA DE ÔMEGA  SAÚDE - OPERADORA DE PLANOS DE SAÚDE LTDA;ÔMEGA SAÚDE;Medicina de Grupo;RUA JOSÉ MARIA FIGUEIREDO;261;SALA 12;VILA FIGUEIREDO;Rio Grande da Serra;SP;9450000;11;44353000;44353000;juridico@omegasaude.com.br;CARLOS ALBERTO MARCILIO;SÓCIO DIRETOR;5;18/12/1998
351113;2,81248E+13;MASSA FALIDA DENT-SERVICE ASSISTENCIA ODONTOLOGICA INTERNACIONAL LTDA;DENTAL LIFE;Odontologia de Grupo;AVENIDA RIO BRANCO;147;GR 2201 COB 03;CENTRO;Rio de Janeiro;RJ;20040006;21;35090300;22325670;juridico@dentservice.com.br;JOAO NIVIO GERMANO DOS SANTOS;DIRETOR PRESIDENTE;1;16/12/1998
404713;3,17853E+12;MASSA FALIDA ITAPEMIRIM  SAÚDE LTDA.;ITAPEMIRIM  SAÚDE LTDA.;Medicina de Grupo;RUA MAESTRO FELÍCIO TOLEDO,;491;206;CENTRO;Niterói;RJ;24030102;21;26205846;26059393;itapemirim@ig.com.br;ROMULO CONTREIRAS SANTOS;SOCIO GERENTE;3;08/06/1999
360961;3,22764E+12;MASSA FALIDA LAM OPERADORA DE PLANOS DE SAUDE LTDA.;LAM OPERADORA DE PLANOS DE SAÚDE LTDA.;Medicina de Grupo;RUA CLEMENTE CUNHA FERREIRA;552;CJ 13 - SALA 07;V PERRACINI;Poá;SP;8552330;11;36745400;36745400;lam@lamsaude.com.br;ALBERTO ALVES JUNIOR;DIRETOR FINANCEIRO;4;24/12/1998
407780;2,75816E+12;MASSA FALIDA LIFE SAUDE MEDICA LTDA;LIFE SAÚDE;Medicina de Grupo;RUA NORIVAL SILVEIRA DO AMARAL;90;PARTE;CENTRO;Rio Bonito;RJ;28800000;21;22069010;22069000;ans@lifesaude.com;MARCIA ALVES FARIA;SÓCIO GERENTE;6;31/08/1999
412244;3,74964E+12;MASSA FALIDA MAYER SISTEMAS DE SAÚDE LTDA;MAYER SAÚDE;Medicina de Grupo;ACACIO CAMPOS DOS SANTOS;17;;CENTRO;Itaboraí;RJ;24800000;21;21019500;21019515;boaz@saude1.com.br;BOAZ RAMOS DE AVELLAR JUNIOR;SOCIO ADMINISTRADOR;4;14/09/2000
376604;6,43479E+11;MASSA FALIDA OPEN SAÚDE LTDA;OPEN SAUDE;Medicina de Grupo;RUA ALCINDO GUANABARA;85;;CENTRO;Magé;RJ;25900000;21;34276150;24113795;opensaude@hotmail.com;ANTONIO CARLOS BARBOSA;SOCIO GERENTE;4;30/12/1998
416029;8,08817E+12;MASSA FALIDA PLANLIFE - ASSISTÊNCIA MÉDICA LIMITADA;PLANLIFE;Medicina de Grupo;RUA JOSE VERISSIMO;34;;MEIER;Rio de Janeiro;RJ;20780020;;;;diretoria@tudosaude.com;SÉRGIO LUIZ CLEMENTINO DA SILVA;DIRETOR;4;03/05/2007
350559;9,27666E+13;MASSA FALIDA POLICLÍNICA CENTRAL LTDA.;POLICLÍNICA CENTRAL;Medicina de Grupo;RUA SALDANHA MARINHO;275;;RIO BRANCO;Novo Hamburgo;RS;93320060;51;32841000;32841000;gercon@policlinicacentral.com.br;MOACIR MILTON ZADUCHLIVER;SÓCIO;4;24/12/1998
381161;7,19945E+11;MASSA FALIDA REAL SAUDE LTDA EPP;REAL SAÚDE;Medicina de Grupo;RUA DA SOLEDADE;215;;SOLEDADE;Recife;PE;50070040;81;21297777;35210664;realsaude@bol.com.br;FLAVIO SOUTO MAIOR;REPRESENTANTE;5;02/02/1999
413089;4,19388E+12;MASSA FALIDA TENHA SAÚDE - OPERADORA DE PLANOS DE SAÚDE LTDA ;TENHA SAÚDE;Medicina de Grupo;RUA ALAÍDE;49;;MADUREIRA;Rio de Janeiro;RJ;21310220;21;35014455;35014470;tenhasaude@ibest.com.br;JANDERSON SOARES ESPINDOLA;ADMINISTRADOR;4;08/02/2001
336378;2,36374E+12;MASSA FALIDA UNIAO ADMINISTRADORA DE SAÚDE LTDA;UNIÃO SAÚDE LTDA;Medicina de Grupo;SGAS QD. 910, BLOCO A - SALA 115, ;CONJ. B ;ED. MIX PARK SUL;ASA SUL;Brasília;DF;70390100;;;;uniaosau@brhs.com.br;DIRCE MARIA PAIXÃO;DIRETORA;;24/12/1998
403334;1,71709E+12;MASSA FALIDA VIVER SIS-SISTEMA INTEGRADO DE SAÚDE LTDA.;;Medicina de Grupo;RUA SALVATORI;40;SALAS  801/02/03/08;CENTRO;São Gonçalo;RJ;24421000;21;37158800;37158809;unisaude@yahoo.com.br;EUGENIZE BEZERRA LIMA;ADMINISTRADORA;5;08/04/1999
406538;2,95486E+12;MASTER CLÍNICA  S/C LTDA.;MASTER CLÍNICA;Medicina de Grupo;RUA PEDRO DRUSCZ;646;;CENTRO;Araucária;PR;83702080;41;2774811;2774811;masterclinica@lol.com.br;HUMBERTO TAVARES  DE MELLO;SÓCIO GERENTE;;21/07/1999
415201;4,8793E+12;MASTER ODONTO ASSISTENCIA ODONTOLOGICA LTDA.;MASTER;Odontologia de Grupo;RUA BARÃO DO AMAZONAS;630;;CENTRO;Ribeirão Preto;SP;14080270;16;36366262;36366262;masterodontorp@uol.com.br;JOSE MANOEL DA SILVA;DIRETOR;6;19/04/2005
370339;2,11432E+12;MASTER PLUS ASSISTENCIA ODONTOLOGICA LTDA.;DENTAL PLANET;Odontologia de Grupo;RUA DOS ANDRADAS;1234;;CENTRO;Porto Alegre;RS;90020001;51;32218800;32218800;;RENATO CARRARD CERBARO;SOCIO-GERENTE;4;27/01/1999
370967;2,76527E+12;MASTER SAUDE ASSISTENCIA MÉDICA ODONTOLOGICA;MASTER SAÚDE;Medicina de Grupo;RUA MIGUEL COUTO;35;SALA 707;CENTRO;Rio de Janeiro;RJ;20070030;21;2219930;2219930;;ADILSON GOMES CARVALHO;SÓCIO-GERENTE;;18/12/1998
332615;6,69832E+11;MASTER SAÚDE ASSISTÊNCIA MÉDICA LTDA;MASTER SAÚDE;Medicina de Grupo;RUA JORGE TIBIRIÇA;758;;CENTRO;Santo Antônio de Posse;SP;13830000;19;37313000;37313000;mario@mastersaude.com.br,roberto.contabil@mastersaude.com.br;MARIO LUIZ PANSANI;SOCIO DIRETOR;5;17/12/1998
414077;4,48776E+12;MASTERMED ADM. DE PLANOS DE SAÚDE LTDA;MASTERMED;Medicina de Grupo;RUA ITATUBA;201;QDJ LT S 1602;PQ BELA VISTA;Salvador;BA;40279700;;;;mastermedadm@terra.com.br;CASSIO ANTONIO FERREIRA SANTANA;DIRETOR;5;13/07/2001
30248;7,1561E+13;MASTERMED CONVENIO MEDICO S/C LTDA.;MASTERMED;Medicina de Grupo;RUA IMPERATRIZ LEOPOLDINA;574;;CERRADO;Sorocaba;SP;18044010;15;2210239;2210239;master@cruzeironet.com.br;;;;08/01/1999
352110;5,04329E+13;MATAO CLINICAS SA;MATAO CLINICAS & AMHMA SAUDE LTDA.;Medicina de Grupo;RUA BRASILIA;626;;CENTRO;Matão;SP;15990634;55;33823146;33822109;mataoclinicas@mataoclinicas.com.br;CELSO GIMENES;ADMINISTRADOR;6;16/12/1998
335801;2,62653E+13;MATERMED ASSISTÊNCIA MÉDICA - EIRELI;MATERMED ASSISTÊNCIA MÉDICA;Medicina de Grupo;RUA PADRE ROLIM;700;;SÃO LUCAS;Belo Horizonte;MG;30130090;31;32184777;32743230;anacristina@matermed.com.br;JOSE LEAL DOMINGUES FILHO;DIRETOR PRESIDENTE;4;16/12/1998
414751;4,6044E+13;MATERNIDADE DE CAMPINAS;;Medicina de Grupo;AVENIDA OROZIMBO MAIA;165;;VILA ITAPURA;Campinas;SP;13023910;19;37316000;3736048;DIRETORIA@MATERNIDADEDECAMPINAS.COM.BR;CARLOS ALBERTO POLITANO;PRESIDENTE;;31/12/2003
37440;1,72726E+13;MATERNIDADE OCTAVIANO NEVES S/A;;Medicina de Grupo;RUA CEARÁ;186;;SANTA EFIGÊNIA;Belo Horizonte;MG;30150310;31;2361100;2361211;;AMENILDE BANDEIRA REIS;X;;30/12/1998
406724;7,15621E+13;MATTER DENS ADM. DE SERVIÇOS ODONTOLOGICOS S/C LTDA;MATTER DENS;Odontologia de Grupo;RUA SANTA CLARA;204;;CENTRO;Sorocaba;SP;18030420;15;321232219;;matter@matterdens.com.br;EDMEA MARCHI;SÓCIA GERENTE;;26/07/1999
352799;5,89351E+13;MAX MED ORGANIZAÇÕES DE MANUTENÇÃO DE SAUDE ASSOCIADAS S/A;MAXMED;Medicina de Grupo;CALCADAS DAS VIOLETA ;288;SALA 8;ALPHAVILLE;Barueri;SP;6487150;11;41952414;41958326;maxmed@sti.com.br;IERALDO RUBO;DIRETOR;;22/12/1998
323233;2,62283E+12;MAX ODONTO DE ITAJUBÁ LTDA;MAX ODONTO;Odontologia de Grupo;AV. CORONEL CARNEIRO JUNIOR;58;SL 11 EDIFÍCIO PLAZA CENTER;CENTRO;Itajubá;MG;37500018;35;36235363;36235363;max-odonto@bol.com.br;RICARDO DA FONSECA TAMES ZAMBRANA;SOCIO GERENTE;6;31/12/1998
414697;5,40153E+12;MAXI CARE ODONTOLOGIA EMPRESARIAL S.A.;;Odontologia de Grupo;ALAMEDA TOCANTINS;525;SALA 23;ALPHAVILLE;Barueri;SP;6455020;11;49492947;;juridico.regulatorio@cnpseguradora.com.br;FRANÇOIS DOMINIQUE PHILIPPE TRITZ;DIRETOR PRESIDENTE;4;17/10/2003
411493;1,70816E+12;MAXIMUS ASSISTENCIA A SAUDE S/C LTDA;MAXIMUS SAUDE;Medicina de Grupo;RUA SENADOR SOUZA NAVES;441;SALA 82;CENTRO;Londrina;PR;86010170;43;33290001;33262800;info@maximusaude.com.br;NILDE MARIA PIROLA ZAVATINI BRAGA;GERENTE;1;14/06/2000
317021;7,36859E+11;MAXION COMPONENTES AUTOMOTIVOS S.A.;;Autogestão;RUA HAECKEL BEM HUR SALVADOR;100;;CINCO;Contagem;MG;32010120;31;3995969;3995087;tecmisa@bhnet.com.br;;;;28/12/1998
389137;1,93069E+12;MAXION NACAM LTDA;MAXION LEMFORDER;Autogestão;LECY GOMES BARBOSA;205;;VALE DO JATOBÁ;Belo Horizonte;MG;30660220;31;3876079;3856115;;CLEBER MOREIRA MACEDO;CONTROLLER;;31/12/1998
6050;9,67227E+13;MAXMED SEGURADORA S/A;;Seguradora;RUA VERGUEIRO;7213;;IPIRANGA;São Paulo;SP;4273200;11;50611177;;;PEDRO JORGE DE ALMEIDA ALBUQUERQUE;DIRETOR PRESIDENTE;;16/12/1998
423769;3,54902E+13;MB PLANOS DE SAÚDE LTDA;MB PLANOS;Odontologia de Grupo;RUA PROFESSOR PLINIO GARCEZ DE SENA;7;SETOR B - SALA 203;MUSSURUNGA I;Salvador;BA;41490340;71;33211386;;financeiro@mbplanosodontologicos.com.br;MANOEL DUTRA DE ARAUJO FILHO;DIRETOR ADMINISTRATIVO E ;;04/09/2023
6084;8,78838E+13;MBM SEGURADORA S/A;;Seguradora;RUA DOS ANDRADAS;772/780;8º ANDAR;CENTRO;Porto Alegre;RS;90020004;51;2218474;;;;;;16/12/1998
408344;3,37527E+12;MCA DO BRASIL S.A.;MCA DO BRASIL;Medicina de Grupo;Rua Carneiro Lobo ;468;;BATEL;Curitiba;PR;80240240;41;3439000;2428044;informação@mcasaude.com.br;MARINICE FIORENZA VIEIRA;DIRETORA DE REDE MÉDICA;;16/09/1999
407461;1,27275E+12;MCR CUNHA COMERCIALIZAÇÃO DE PLANOS MÉDICOS ME;MC DENTAL - PLANOS DE SAÚDE ORAL;Medicina de Grupo;LARGO NOVE DE ABRIL;26;SALA 407;VILA SANTA CECÍLIA;Volta Redonda;RJ;27200000;24;3427783;3483795;;ANTONIO MARINHO FONTES CUNHA;XXXXXX;;23/08/1999
372072;6,1969E+13;MECA LTDA MEDICINA E CIRURGIA ASSISTENCIAL;MECA SAUDE;Medicina de Grupo;RUA SUECIA;17 CJ 75;;JARDIM SÃO LUIZ;Santana de Parnaíba;SP;6500970;11;8226011;8280508;; JORGE WEXLER;SÓCIO-GERENTE;;17/12/1998
356298;1,99118E+12;MED CARD SAUDE LTDA;MED CARD;Medicina de Grupo;RUA AZEVEDO MACEDO;132;;VILA MARIANA;São Paulo;SP;4013060;21;38051088;;representanteans@amil.com.br;ALEXANDRE GINO CAMARGO ZORNIG;REPRESENTANTE LEGAL;4;21/12/1998
415511;3,07919E+12;MED CONSULT LTDA.;MED CONSULT;Medicina de Grupo;RUA COSTA GOMES;183;;MADALENA;Recife;PE;50710510;81;33270333;;medconsultt@ig.com.br;LUIZ AUGUSTO MACHADO COSTA TABOAS;ADMINISTRADOR;6;30/03/2006
412198;2,99388E+12;MED FAMILY - O MÉDICO DA FAMILÍA S/C LTDA;S/D;Medicina de Grupo;RUA DR. PACHE DE FARIAS ;71;;MEIER;Rio de Janeiro;RJ;20710020;21;25011312;22281929;elo@abeunet.com.br;DENISE BARROSO DE ALMEIDA;SOCIA GERENTE;3;12/09/2000
34374;8,69555E+13;MED HELP ASSISTENCIA MÉDICA ASSOCIADOS LTDA;MED HELP;Medicina de Grupo;AV. RIO BRANCO;185;SALA 1.317;CENTRO;Rio de Janeiro;RJ;20040007;21;5090826;;;;;;29/12/1998
410390;2,87349E+12;MED LAB CONVENIOS S/C LTDA.;;Medicina de Grupo;RUA SILVA JARDIM;219;FUNDOS;CENTRO;Maringá;PR;87013010;44;32629065;2629065;;WANDERLEI DE OLIVEIRA KENDRICK;SÓCIO GERENTE;;31/12/1999
421880;3,36054E+13;MED LIFE OPERADORA ODONTOLÓGICA LTDA;;Odontologia de Grupo;RUA FLORIANO PEIXOTO;529;;VILA MENDONÇA;Araçatuba;SP;16015000;18;33043486;;carlosarego@hotmail.com;ANDREIA BARBOSA;Administradora;4;11/02/2020
419656;2,09668E+13;MED LIFE SAUDE ATA LTDA;;Medicina de Grupo;RUA FLORIANO PEIXOTO;529;;VILA MENDONÇA;Araçatuba;SP;16015000;;;;gerencia.medlifesaude@gmail.com;ANDREIA BARBOSA;SÓCIO;6;26/01/2015
338249;1,80332E+12;MED NEW - PARTICIPAÇÕES S/S LTDA.;MED NEW - PARTICIPAÇÔES S/S LTDA.;Medicina de Grupo;RUA RUI BARBOSA;3752;SALA 09;VILA ALTA;Campo Grande;MS;79002364;6;733830017;733212240;mednewms@gmail.com;PEDRO MARILTO VIDAL DE PAULA;SOCIO;3;30/12/1998
347710;2,44439E+13;MED PLAN SERVIÇOS MÉDICOS LTDA;;Medicina de Grupo;AVENIDA VISCONDE DE SUASSUNA;911;;SANTO AMARO;Recife;PE;50050540;81;33017183;33017183;magasantos@hotmail.com;CELIO LEAL UCHOA;SÓCIO GERENTE;;21/12/1998
356727;1,89194E+12;MED PLUS ASSESSORIA E ASSISTENCIA S/C LTDA;MED PLUS;Medicina de Grupo;RUA BERNARDINO DE CAMPOS;3039;8º ANDAR - CONJUNTO 86 ;CENTRO;São José do Rio Preto;SP;15010020;17;32355090;32355090;med.plus@zaz.com.br;ARAO BENVINDO;DIRETOR COMERCIAL;;21/12/1998
34026;2,15502E+12;MED PROG - MEDICINA PROGRAMADA LTDA;MEDIC LIFE;Medicina de Grupo;AV. AMÉRICA;18;2º ANDAR;JARDIM AMÉRICA;Cariacica;ES;29140050;27;2002125;2002125;mediclife@escesa.com.br;GILBERTO AZEVEDO GOMES;DIRETOR FINANCEIRO;;12/01/1999
31325;2,36789E+12;MED SAUDE - SISTEMAS MÉDICOS DE CURITIBA S/C LTDA;MED SAUDE DE CURITIBA;Medicina de Grupo;RUA MAL. FLORIANO PEIXOTO;228;CONJ. 904/908;CENTRO;Curitiba;PR;80010130;41;2255113;3223446;;;;;04/01/1999
416550;5,94828E+12;MED SAÚDE LTDA - ME;MED SAUDE;Odontologia de Grupo;RUA DR. OLINTO MANSO PEREIRA;165;;SETOR SUL;Goiânia;GO;74083105;62;30934477;;;VERA D'ARC SILVA DORNELA;SÓCIA ADMINISTRADORA;6;30/01/2008
